state,fips,year,pop
Massachusetts,25,1984,5840773
Massachusetts,25,1985,5880733
Massachusetts,25,1986,5902678
Massachusetts,25,1987,5935204
Massachusetts,25,1988,5979982
Massachusetts,25,1989,6015478
Massachusetts,25,1990,6018664
Massachusetts,25,1991,5998652
Massachusetts,25,1992,5993474
Massachusetts,25,1993,6010884
Massachusetts,25,1994,6031352
Massachusetts,25,1995,6062335
Massachusetts,25,1996,6085393
Massachusetts,25,1997,6115476
Massachusetts,25,1998,6144407
Massachusetts,25,1999,6175169
Massachusetts,25,2000,6361104
Massachusetts,25,2001,6397634
Massachusetts,25,2002,6417206
Massachusetts,25,2003,6422565
Massachusetts,25,2004,6412281
Massachusetts,25,2005,6403290
Massachusetts,25,2006,6410084
Massachusetts,25,2007,6431559
Massachusetts,25,2008,6468967
Massachusetts,25,2009,6517613
Massachusetts,25,2010,6564943
Massachusetts,25,2011,6612178
Massachusetts,25,2012,6659627
Massachusetts,25,2013,6711138
Massachusetts,25,2014,6757925
Massachusetts,25,2015,6794002
Massachusetts,25,2016,6823721
Massachusetts,25,2017,6859819
Michigan,26,1971,8974186
Michigan,26,1972,9028944
Michigan,26,1973,9077956
Michigan,26,1974,9117507
Michigan,26,1975,9117668
Michigan,26,1976,9129205
Michigan,26,1977,9171110
Michigan,26,1978,9217761
Michigan,26,1979,9266268
Michigan,26,1980,9251519.8
Michigan,26,1981,9209287
Michigan,26,1982,9115198
Michigan,26,1983,9047754
Michigan,26,1984,9049452
Michigan,26,1985,9076293
Michigan,26,1986,9127775
Michigan,26,1987,9187481
Michigan,26,1988,9217998
Michigan,26,1989,9253295
Michigan,26,1990,9310462
Michigan,26,1991,9395022
Michigan,26,1992,9470323
Michigan,26,1993,9529240
Michigan,26,1994,9584481
Michigan,26,1995,9659871
Michigan,26,1996,9739184
Michigan,26,1997,9785450
Michigan,26,1998,9820231
Michigan,26,1999,9863775
Michigan,26,2000,9952450
Michigan,26,2001,9991120
Michigan,26,2002,10015710
Michigan,26,2003,10041152
Michigan,26,2004,10055315
Michigan,26,2005,10051137
Michigan,26,2006,10036081
Michigan,26,2007,10001284
Michigan,26,2008,9946889
Michigan,26,2009,9901591
Michigan,26,2010,9876731
Michigan,26,2011,9876199
Michigan,26,2012,9886610
Michigan,26,2013,9899219
Michigan,26,2014,9914675
Michigan,26,2015,9918170
Michigan,26,2016,9933445
Michigan,26,2017,9962311
Minnesota,27,1971,3853486
Minnesota,27,1972,3869747
Minnesota,27,1973,3889332
Minnesota,27,1974,3903925
Minnesota,27,1975,3932515
Minnesota,27,1976,3964680
Minnesota,27,1977,3989364
Minnesota,27,1978,4015341
Minnesota,27,1979,4050316
Minnesota,27,1980,4083121.6
Minnesota,27,1981,4111728
Minnesota,27,1982,4131450
Minnesota,27,1983,4141456
Minnesota,27,1984,4157706
Minnesota,27,1985,4184302
Minnesota,27,1986,4205212
Minnesota,27,1987,4235136
Minnesota,27,1988,4296166
Minnesota,27,1989,4338057
Minnesota,27,1990,4387283
Minnesota,27,1991,4427429
Minnesota,27,1992,4471503
Minnesota,27,1993,4521709
Minnesota,27,1994,4566028
Minnesota,27,1995,4605445
Minnesota,27,1996,4647723
Minnesota,27,1997,4687726
Minnesota,27,1998,4726411
Minnesota,27,1999,4775508
Minnesota,27,2000,4933692
Minnesota,27,2001,4982796
Minnesota,27,2002,5018935
Minnesota,27,2003,5053572
Minnesota,27,2004,5087713
Minnesota,27,2005,5119598
Minnesota,27,2006,5163555
Minnesota,27,2007,5207203
Minnesota,27,2008,5247018
Minnesota,27,2009,5281203
Minnesota,27,2010,5310711
Minnesota,27,2011,5345967
Minnesota,27,2012,5377695
Minnesota,27,2013,5416074
Minnesota,27,2014,5452649
Minnesota,27,2015,5483238
Minnesota,27,2016,5525050
Minnesota,27,2017,5576606
Mississippi,28,1971,2265432
Mississippi,28,1972,2307117
Mississippi,28,1973,2349546
Mississippi,28,1974,2378268
Mississippi,28,1975,2399449
Mississippi,28,1976,2429756
Mississippi,28,1977,2459201
Mississippi,28,1978,2487816
Mississippi,28,1979,2507069
Mississippi,28,1980,2524317.6
Mississippi,28,1981,2539036
Mississippi,28,1982,2556777
Mississippi,28,1983,2567717
Mississippi,28,1984,2578051
Mississippi,28,1985,2588102
Mississippi,28,1986,2593597
Mississippi,28,1987,2588545
Mississippi,28,1988,2580352
Mississippi,28,1989,2574269
Mississippi,28,1990,2577426
Mississippi,28,1991,2591230
Mississippi,28,1992,2610193
Mississippi,28,1993,2635574
Mississippi,28,1994,2663450
Mississippi,28,1995,2690788
Mississippi,28,1996,2709925
Mississippi,28,1997,2731826
Mississippi,28,1998,2751335
Mississippi,28,1999,2768619
Mississippi,28,2000,2848353
Mississippi,28,2001,2852994
Mississippi,28,2002,2858681
Mississippi,28,2003,2868312
Mississippi,28,2004,2889010
Mississippi,28,2005,2905943
Mississippi,28,2006,2904978
Mississippi,28,2007,2928350
Mississippi,28,2008,2947806
Mississippi,28,2009,2958774
Mississippi,28,2010,2970437
Mississippi,28,2011,2977452
Mississippi,28,2012,2982963
Mississippi,28,2013,2987721
Mississippi,28,2014,2988578
Mississippi,28,2015,2985297
Mississippi,28,2016,2985415
Mississippi,28,2017,2984100
Missouri,29,1971,4725764
Missouri,29,1972,4758780
Missouri,29,1973,4782645
Missouri,29,1974,4795930
Missouri,29,1975,4808308
Missouri,29,1976,4839029
Missouri,29,1977,4863173
Missouri,29,1978,4889399
Missouri,29,1979,4912430
Missouri,29,1980,4919761.6
Missouri,29,1981,4932064
Missouri,29,1982,4929451
Missouri,29,1983,4943733
Missouri,29,1984,4975278
Missouri,29,1985,5000268
Missouri,29,1986,5023068
Missouri,29,1987,5056696
Missouri,29,1988,5081736
Missouri,29,1989,5095830
Missouri,29,1990,5126370
Missouri,29,1991,5157770
Missouri,29,1992,5193686
Missouri,29,1993,5237757
Missouri,29,1994,5281206
Missouri,29,1995,5324610
Missouri,29,1996,5367888
Missouri,29,1997,5407113
Missouri,29,1998,5437562
Missouri,29,1999,5468338
Missouri,29,2000,5607285
Missouri,29,2001,5641142
Missouri,29,2002,5674825
Missouri,29,2003,5709403
Missouri,29,2004,5747741
Missouri,29,2005,5790300
Missouri,29,2006,5842704
Missouri,29,2007,5887612
Missouri,29,2008,5923916
Missouri,29,2009,5961088
Missouri,29,2010,5995681
Missouri,29,2011,6010280
Missouri,29,2012,6023267
Missouri,29,2013,6041142
Missouri,29,2014,6058014
Missouri,29,2015,6072640
Missouri,29,2016,6091176
Missouri,29,2017,6113532
Montana,30,1971,710814
Montana,30,1972,718732
Montana,30,1973,726798
Montana,30,1974,736419
Montana,30,1975,748208
Montana,30,1976,757317
Montana,30,1977,769953
Montana,30,1978,782317
Montana,30,1979,787305
Montana,30,1980,788417.6
Montana,30,1981,795328
Montana,30,1982,803986
Montana,30,1983,814031
Montana,30,1984,820905
Montana,30,1985,822320
Montana,30,1986,813739
Montana,30,1987,805063
Montana,30,1988,800202
Montana,30,1989,799636
Montana,30,1990,799824
Montana,30,1991,807837
Montana,30,1992,822436
Montana,30,1993,839876
Montana,30,1994,854923
Montana,30,1995,868522
Montana,30,1996,876656
Montana,30,1997,878706
Montana,30,1998,879533
Montana,30,1999,882779
Montana,30,2000,903773
Montana,30,2001,906961
Montana,30,2002,911667
Montana,30,2003,919630
Montana,30,2004,930009
Montana,30,2005,940102
Montana,30,2006,952692
Montana,30,2007,964706
Montana,30,2008,976415
Montana,30,2009,983982
Montana,30,2010,990507
Montana,30,2011,996866
Montana,30,2012,1003522
Montana,30,2013,1011921
Montana,30,2014,1019931
Montana,30,2015,1028317
Montana,30,2016,1038656
Montana,30,2017,1050493
Nebraska,31,1971,1504604
Nebraska,31,1972,1519013
Nebraska,31,1973,1529567
Nebraska,31,1974,1539191
Nebraska,31,1975,1543117
Nebraska,31,1976,1550911
Nebraska,31,1977,1556842
Nebraska,31,1978,1563884
Nebraska,31,1979,1567344
Nebraska,31,1980,1571563
Nebraska,31,1981,1578515
Nebraska,31,1982,1581780
Nebraska,31,1983,1584293
Nebraska,31,1984,1588639
Nebraska,31,1985,1584664
Nebraska,31,1986,1574333
Nebraska,31,1987,1566547
Nebraska,31,1988,1571477
Nebraska,31,1989,1574864
Nebraska,31,1990,1580664
Nebraska,31,1991,1590805
Nebraska,31,1992,1602406
Nebraska,31,1993,1612149
Nebraska,31,1994,1621551
Nebraska,31,1995,1635142
Nebraska,31,1996,1647657
Nebraska,31,1997,1656042
Nebraska,31,1998,1660772
Nebraska,31,1999,1666028
Nebraska,31,2000,1713820
Nebraska,31,2001,1719836
Nebraska,31,2002,1728292
Nebraska,31,2003,1738643
Nebraska,31,2004,1749370
Nebraska,31,2005,1761497
Nebraska,31,2006,1772693
Nebraska,31,2007,1783440
Nebraska,31,2008,1796378
Nebraska,31,2009,1812683
Nebraska,31,2010,1829956
Nebraska,31,2011,1841641
Nebraska,31,2012,1854862
Nebraska,31,2013,1867414
Nebraska,31,2014,1880920
Nebraska,31,2015,1893564
Nebraska,31,2016,1907603
Nebraska,31,2017,1920076
Nevada,32,1971,520018
Nevada,32,1972,546789
Nevada,32,1973,568991
Nevada,32,1974,596822
Nevada,32,1975,619972
Nevada,32,1976,646975
Nevada,32,1977,678333
Nevada,32,1978,719436
Nevada,32,1979,765367
Nevada,32,1980,809925.4
Nevada,32,1981,847655
Nevada,32,1982,881537
Nevada,32,1983,901977
Nevada,32,1984,924922
Nevada,32,1985,951030
Nevada,32,1986,980613
Nevada,32,1987,1023376
Nevada,32,1988,1075022
Nevada,32,1989,1137382
Nevada,32,1990,1218629
Nevada,32,1991,1285046
Nevada,32,1992,1330694
Nevada,32,1993,1380197
Nevada,32,1994,1456388
Nevada,32,1995,1525777
Nevada,32,1996,1596476
Nevada,32,1997,1675581
Nevada,32,1998,1743772
Nevada,32,1999,1809253
Nevada,32,2000,2018741
Nevada,32,2001,2098399
Nevada,32,2002,2173791
Nevada,32,2003,2248850
Nevada,32,2004,2346222
Nevada,32,2005,2432143
Nevada,32,2006,2522658
Nevada,32,2007,2601072
Nevada,32,2008,2653630
Nevada,32,2009,2684665
Nevada,32,2010,2702797
Nevada,32,2011,2718170
Nevada,32,2012,2752410
Nevada,32,2013,2786547
Nevada,32,2014,2831730
Nevada,32,2015,2883057
Nevada,32,2016,2939254
Nevada,32,2017,2998039
New Hampshire,33,1971,761851
New Hampshire,33,1972,781107
New Hampshire,33,1973,800951
New Hampshire,33,1974,815914
New Hampshire,33,1975,828555
New Hampshire,33,1976,845248
New Hampshire,33,1977,869763
New Hampshire,33,1978,891520
New Hampshire,33,1979,909074
New Hampshire,33,1980,923812.2
New Hampshire,33,1981,936621
New Hampshire,33,1982,947719
New Hampshire,33,1983,958134
New Hampshire,33,1984,976864
New Hampshire,33,1985,996753
New Hampshire,33,1986,1025053
New Hampshire,33,1987,1054289
New Hampshire,33,1988,1082577
New Hampshire,33,1989,1104522
New Hampshire,33,1990,1111831
New Hampshire,33,1991,1107055
New Hampshire,33,1992,1112766
New Hampshire,33,1993,1122191
New Hampshire,33,1994,1133054
New Hampshire,33,1995,1145604
New Hampshire,33,1996,1160768
New Hampshire,33,1997,1173239
New Hampshire,33,1998,1185823
New Hampshire,33,1999,1201134
New Hampshire,33,2000,1239882
New Hampshire,33,2001,1255517
New Hampshire,33,2002,1269089
New Hampshire,33,2003,1279840
New Hampshire,33,2004,1290121
New Hampshire,33,2005,1298492
New Hampshire,33,2006,1308389
New Hampshire,33,2007,1312540
New Hampshire,33,2008,1315906
New Hampshire,33,2009,1316102
New Hampshire,33,2010,1316700
New Hampshire,33,2011,1318345
New Hampshire,33,2012,1320923
New Hampshire,33,2013,1322622
New Hampshire,33,2014,1328684
New Hampshire,33,2015,1330134
New Hampshire,33,2016,1335015
New Hampshire,33,2017,1342795
New Jersey,34,1971,7281107
New Jersey,34,1972,7335042
New Jersey,34,1973,7333083
New Jersey,34,1974,7332411
New Jersey,34,1975,7337765
New Jersey,34,1976,7339745
New Jersey,34,1977,7337169
New Jersey,34,1978,7350804
New Jersey,34,1979,7366512
New Jersey,34,1980,7373352.8
New Jersey,34,1981,7407472
New Jersey,34,1982,7430968
New Jersey,34,1983,7467785
New Jersey,34,1984,7515473
New Jersey,34,1985,7565528
New Jersey,34,1986,7622159
New Jersey,34,1987,7670742
New Jersey,34,1988,7712333
New Jersey,34,1989,7726089
New Jersey,34,1990,7757158
New Jersey,34,1991,7784269
New Jersey,34,1992,7827770
New Jersey,34,1993,7874891
New Jersey,34,1994,7918796
New Jersey,34,1995,7965523
New Jersey,34,1996,8009624
New Jersey,34,1997,8054178
New Jersey,34,1998,8095542
New Jersey,34,1999,8143412
New Jersey,34,2000,8430621
New Jersey,34,2001,8492671
New Jersey,34,2002,8552643
New Jersey,34,2003,8601402
New Jersey,34,2004,8634561
New Jersey,34,2005,8651974
New Jersey,34,2006,8661679
New Jersey,34,2007,8677885
New Jersey,34,2008,8711090
New Jersey,34,2009,8755602
New Jersey,34,2010,8803708
New Jersey,34,2011,8844694
New Jersey,34,2012,8882095
New Jersey,34,2013,8913735
New Jersey,34,2014,8943010
New Jersey,34,2015,8960001
New Jersey,34,2016,8978416
New Jersey,34,2017,9005644
New Mexico,35,1971,1053737
New Mexico,35,1972,1078697
New Mexico,35,1973,1105529
New Mexico,35,1974,1131309
New Mexico,35,1975,1159944
New Mexico,35,1976,1189295
New Mexico,35,1977,1215720
New Mexico,35,1978,1238034
New Mexico,35,1979,1284722
New Mexico,35,1980,1308864.8
New Mexico,35,1981,1332748
New Mexico,35,1982,1363823
New Mexico,35,1983,1394361
New Mexico,35,1984,1416717
New Mexico,35,1985,1438361
New Mexico,35,1986,1462729
New Mexico,35,1987,1478520
New Mexico,35,1988,1490337
New Mexico,35,1989,1503901
New Mexico,35,1990,1519933
New Mexico,35,1991,1547115
New Mexico,35,1992,1580750
New Mexico,35,1993,1614937
New Mexico,35,1994,1653329
New Mexico,35,1995,1682417
New Mexico,35,1996,1706151
New Mexico,35,1997,1722939
New Mexico,35,1998,1733535
New Mexico,35,1999,1739844
New Mexico,35,2000,1821204
New Mexico,35,2001,1831690
New Mexico,35,2002,1855309
New Mexico,35,2003,1877574
New Mexico,35,2004,1903808
New Mexico,35,2005,1932274
New Mexico,35,2006,1962137
New Mexico,35,2007,1990070
New Mexico,35,2008,2010662
New Mexico,35,2009,2036802
New Mexico,35,2010,2064607
New Mexico,35,2011,2077744
New Mexico,35,2012,2083590
New Mexico,35,2013,2085161
New Mexico,35,2014,2083207
New Mexico,35,2015,2082264
New Mexico,35,2016,2085432
New Mexico,35,2017,2088070
New York,36,1971,18357982
New York,36,1972,18339400
New York,36,1973,18177063
New York,36,1974,18049775
New York,36,1975,18003485
New York,36,1976,17940541
New York,36,1977,17812602
New York,36,1978,17680589
New York,36,1979,17583838
New York,36,1980,17560004.4
New York,36,1981,17567734
New York,36,1982,17589738
New York,36,1983,17686905
New York,36,1984,17745684
New York,36,1985,17791672
New York,36,1986,17833419
New York,36,1987,17868848
New York,36,1988,17941309
New York,36,1989,17983086
New York,36,1990,18002855
New York,36,1991,18029532
New York,36,1992,18082032
New York,36,1993,18140894
New York,36,1994,18156652
New York,36,1995,18150928
New York,36,1996,18143805
New York,36,1997,18143184
New York,36,1998,18159175
New York,36,1999,18196601
New York,36,2000,19001780
New York,36,2001,19082838
New York,36,2002,19137800
New York,36,2003,19175939
New York,36,2004,19171567
New York,36,2005,19132610
New York,36,2006,19104631
New York,36,2007,19132335
New York,36,2008,19212436
New York,36,2009,19307066
New York,36,2010,19405185
New York,36,2011,19526372
New York,36,2012,19625409
New York,36,2013,19712514
New York,36,2014,19773580
New York,36,2015,19819347
New York,36,2016,19836286
New York,36,2017,19849399
North Carolina,37,1971,5203531
North Carolina,37,1972,5301150
North Carolina,37,1973,5389852
North Carolina,37,1974,5470911
North Carolina,37,1975,5547188
North Carolina,37,1976,5607964
North Carolina,37,1977,5685607
North Carolina,37,1978,5759492
North Carolina,37,1979,5823491
North Carolina,37,1980,5896743.4
North Carolina,37,1981,5956653
North Carolina,37,1982,6019101
North Carolina,37,1983,6077056
North Carolina,37,1984,6164006
North Carolina,37,1985,6253954
North Carolina,37,1986,6321578
North Carolina,37,1987,6403700
North Carolina,37,1988,6480594
North Carolina,37,1989,6565459
North Carolina,37,1990,6656987
North Carolina,37,1991,6748135
North Carolina,37,1992,6831850
North Carolina,37,1993,6947412
North Carolina,37,1994,7060959
North Carolina,37,1995,7185403
North Carolina,37,1996,7307658
North Carolina,37,1997,7428672
North Carolina,37,1998,7545828
North Carolina,37,1999,7650789
North Carolina,37,2000,8081614
North Carolina,37,2001,8210122
North Carolina,37,2002,8326201
North Carolina,37,2003,8422501
North Carolina,37,2004,8553152
North Carolina,37,2005,8705407
North Carolina,37,2006,8917270
North Carolina,37,2007,9118037
North Carolina,37,2008,9309449
North Carolina,37,2009,9449566
North Carolina,37,2010,9574247
North Carolina,37,2011,9662940
North Carolina,37,2012,9755299
North Carolina,37,2013,9849812
North Carolina,37,2014,9941160
North Carolina,37,2015,10041769
North Carolina,37,2016,10156689
North Carolina,37,2017,10273419
North Dakota,38,1971,626760
North Dakota,38,1972,631119
North Dakota,38,1973,632675
North Dakota,38,1974,634559
North Dakota,38,1975,638886
North Dakota,38,1976,645797
North Dakota,38,1977,649769
North Dakota,38,1978,651301
North Dakota,38,1979,652896
North Dakota,38,1980,654074.6
North Dakota,38,1981,659505
North Dakota,38,1982,668972
North Dakota,38,1983,676688
North Dakota,38,1984,680497
North Dakota,38,1985,676980
North Dakota,38,1986,669512
North Dakota,38,1987,661136
North Dakota,38,1988,655331
North Dakota,38,1989,646351
North Dakota,38,1990,637364
North Dakota,38,1991,634199
North Dakota,38,1992,635427
North Dakota,38,1993,637229
North Dakota,38,1994,639762
North Dakota,38,1995,641548
North Dakota,38,1996,642858
North Dakota,38,1997,640945
North Dakota,38,1998,637808
North Dakota,38,1999,633666
North Dakota,38,2000,642023
North Dakota,38,2001,639062
North Dakota,38,2002,638168
North Dakota,38,2003,638817
North Dakota,38,2004,644705
North Dakota,38,2005,646089
North Dakota,38,2006,649422
North Dakota,38,2007,652822
North Dakota,38,2008,657569
North Dakota,38,2009,664968
North Dakota,38,2010,674518
North Dakota,38,2011,684830
North Dakota,38,2012,701380
North Dakota,38,2013,722908
North Dakota,38,2014,738658
North Dakota,38,2015,754859
North Dakota,38,2016,755548
North Dakota,38,2017,755393
Ohio,39,1971,10734818
Ohio,39,1972,10746993
Ohio,39,1973,10767314
Ohio,39,1974,10765759
Ohio,39,1975,10770425
Ohio,39,1976,10752662
Ohio,39,1977,10771394
Ohio,39,1978,10795581
Ohio,39,1979,10798298
Ohio,39,1980,10795770
Ohio,39,1981,10788330
Ohio,39,1982,10757087
Ohio,39,1983,10737632
Ohio,39,1984,10737746
Ohio,39,1985,10734926
Ohio,39,1986,10730268
Ohio,39,1987,10760090
Ohio,39,1988,10798552
Ohio,39,1989,10829217
Ohio,39,1990,10861837
Ohio,39,1991,10933683
Ohio,39,1992,11007609
Ohio,39,1993,11070385
Ohio,39,1994,11111451
Ohio,39,1995,11155493
Ohio,39,1996,11187032
Ohio,39,1997,11212498
Ohio,39,1998,11237752
Ohio,39,1999,11256654
Ohio,39,2000,11363543
Ohio,39,2001,11387404
Ohio,39,2002,11407889
Ohio,39,2003,11434788
Ohio,39,2004,11452251
Ohio,39,2005,11463320
Ohio,39,2006,11481213
Ohio,39,2007,11500468
Ohio,39,2008,11515391
Ohio,39,2009,11528896
Ohio,39,2010,11539282
Ohio,39,2011,11543332
Ohio,39,2012,11546969
Ohio,39,2013,11567845
Ohio,39,2014,11593741
Ohio,39,2015,11606027
Ohio,39,2016,11622554
Ohio,39,2017,11658609
Oklahoma,40,1971,2618601
Oklahoma,40,1972,2658646
Oklahoma,40,1973,2695931
Oklahoma,40,1974,2734768
Oklahoma,40,1975,2774683
Oklahoma,40,1976,2826815
Oklahoma,40,1977,2870014
Oklahoma,40,1978,2917336
Oklahoma,40,1979,2975310
Oklahoma,40,1980,3039464.8
Oklahoma,40,1981,3096164
Oklahoma,40,1982,3206123
Oklahoma,40,1983,3290402
Oklahoma,40,1984,3285533
Oklahoma,40,1985,3271332
Oklahoma,40,1986,3252735
Oklahoma,40,1987,3210122
Oklahoma,40,1988,3167057
Oklahoma,40,1989,3150307
Oklahoma,40,1990,3147105
Oklahoma,40,1991,3166471
Oklahoma,40,1992,3204174
Oklahoma,40,1993,3228829
Oklahoma,40,1994,3246119
Oklahoma,40,1995,3265547
Oklahoma,40,1996,3289634
Oklahoma,40,1997,3314259
Oklahoma,40,1998,3339478
Oklahoma,40,1999,3358044
Oklahoma,40,2000,3454365
Oklahoma,40,2001,3467100
Oklahoma,40,2002,3489080
Oklahoma,40,2003,3504892
Oklahoma,40,2004,3525233
Oklahoma,40,2005,3548597
Oklahoma,40,2006,3594090
Oklahoma,40,2007,3634349
Oklahoma,40,2008,3668976
Oklahoma,40,2009,3717572
Oklahoma,40,2010,3759529
Oklahoma,40,2011,3785232
Oklahoma,40,2012,3815298
Oklahoma,40,2013,3849840
Oklahoma,40,2014,3875008
Oklahoma,40,2015,3904353
Oklahoma,40,2016,3921207
Oklahoma,40,2017,3930864
Oregon,41,1971,2151022
Oregon,41,1972,2197297
Oregon,41,1973,2241932
Oregon,41,1974,2285013
Oregon,41,1975,2329661
Oregon,41,1976,2378262
Oregon,41,1977,2446673
Oregon,41,1978,2518298
Oregon,41,1979,2588012
Oregon,41,1980,2640080.4
Oregon,41,1981,2667982
Oregon,41,1982,2664922
Oregon,41,1983,2653066
Oregon,41,1984,2666588
Oregon,41,1985,2672652
Oregon,41,1986,2683528
Oregon,41,1987,2700991
Oregon,41,1988,2741297
Oregon,41,1989,2790575
Oregon,41,1990,2858547
Oregon,41,1991,2918745
Oregon,41,1992,2973934
Oregon,41,1993,3034490
Oregon,41,1994,3087142
Oregon,41,1995,3141421
Oregon,41,1996,3195087
Oregon,41,1997,3243254
Oregon,41,1998,3282055
Oregon,41,1999,3316154
Oregon,41,2000,3429708
Oregon,41,2001,3467937
Oregon,41,2002,3513424
Oregon,41,2003,3547376
Oregon,41,2004,3569463
Oregon,41,2005,3613202
Oregon,41,2006,3670883
Oregon,41,2007,3722417
Oregon,41,2008,3768748
Oregon,41,2009,3808600
Oregon,41,2010,3837073
Oregon,41,2011,3865845
Oregon,41,2012,3893920
Oregon,41,2013,3919664
Oregon,41,2014,3960673
Oregon,41,2015,4016537
Oregon,41,2016,4085989
Oregon,41,2017,4142776
Pennsylvania,42,1971,11886400
Pennsylvania,42,1972,11908233
Pennsylvania,42,1973,11890527
Pennsylvania,42,1974,11870884
Pennsylvania,42,1975,11906095
Pennsylvania,42,1976,11897378
Pennsylvania,42,1977,11893591
Pennsylvania,42,1978,11879396
Pennsylvania,42,1979,11887975
Pennsylvania,42,1980,11862829.4
Pennsylvania,42,1981,11858567
Pennsylvania,42,1982,11845146
Pennsylvania,42,1983,11837723
Pennsylvania,42,1984,11815172
Pennsylvania,42,1985,11770862
Pennsylvania,42,1986,11782752
Pennsylvania,42,1987,11810866
Pennsylvania,42,1988,11845752
Pennsylvania,42,1989,11865996
Pennsylvania,42,1990,11895604
Pennsylvania,42,1991,11943160
Pennsylvania,42,1992,11980819
Pennsylvania,42,1993,12022128
Pennsylvania,42,1994,12042545
Pennsylvania,42,1995,12044780
Pennsylvania,42,1996,12038008
Pennsylvania,42,1997,12015888
Pennsylvania,42,1998,12002329
Pennsylvania,42,1999,11994016
Pennsylvania,42,2000,12284173
Pennsylvania,42,2001,12298970
Pennsylvania,42,2002,12331031
Pennsylvania,42,2003,12374658
Pennsylvania,42,2004,12410722
Pennsylvania,42,2005,12449990
Pennsylvania,42,2006,12510809
Pennsylvania,42,2007,12563937
Pennsylvania,42,2008,12612285
Pennsylvania,42,2009,12666858
Pennsylvania,42,2010,12711063
Pennsylvania,42,2011,12742811
Pennsylvania,42,2012,12768034
Pennsylvania,42,2013,12778450
Pennsylvania,42,2014,12790341
Pennsylvania,42,2015,12791124
Pennsylvania,42,2016,12787085
Pennsylvania,42,2017,12805537
Rhode Island,44,1971,963107
Rhode Island,44,1972,974790
Rhode Island,44,1973,975738
Rhode Island,44,1974,950615
Rhode Island,44,1975,942788
Rhode Island,44,1976,946089
Rhode Island,44,1977,950230
Rhode Island,44,1978,951816
Rhode Island,44,1979,950382
Rhode Island,44,1980,948325.8
Rhode Island,44,1981,953013
Rhode Island,44,1982,954170
Rhode Island,44,1983,956382
Rhode Island,44,1984,961894
Rhode Island,44,1985,968955
Rhode Island,44,1986,977341
Rhode Island,44,1987,989604
Rhode Island,44,1988,996408
Rhode Island,44,1989,1000666
Rhode Island,44,1990,1004649
Rhode Island,44,1991,1003990
Rhode Island,44,1992,1000571
Rhode Island,44,1993,997852
Rhode Island,44,1994,993412
Rhode Island,44,1995,989203
Rhode Island,44,1996,987858
Rhode Island,44,1997,986966
Rhode Island,44,1998,987704
Rhode Island,44,1999,990819
Rhode Island,44,2000,1050268
Rhode Island,44,2001,1057142
Rhode Island,44,2002,1065995
Rhode Island,44,2003,1071342
Rhode Island,44,2004,1074579
Rhode Island,44,2005,1067916
Rhode Island,44,2006,1063096
Rhode Island,44,2007,1057315
Rhode Island,44,2008,1055003
Rhode Island,44,2009,1053646
Rhode Island,44,2010,1053169
Rhode Island,44,2011,1052154
Rhode Island,44,2012,1052761
Rhode Island,44,2013,1052784
Rhode Island,44,2014,1054782
Rhode Island,44,2015,1055916
Rhode Island,44,2016,1057566
Rhode Island,44,2017,1059639
South Carolina,45,1971,2662269
South Carolina,45,1972,2719197
South Carolina,45,1973,2776605
South Carolina,45,1974,2844749
South Carolina,45,1975,2902028
South Carolina,45,1976,2943657
South Carolina,45,1977,2991681
South Carolina,45,1978,3044364
South Carolina,45,1979,3090267
South Carolina,45,1980,3133307
South Carolina,45,1981,3179255
South Carolina,45,1982,3207614
South Carolina,45,1983,3234066
South Carolina,45,1984,3271868
South Carolina,45,1985,3303209
South Carolina,45,1986,3342758
South Carolina,45,1987,3380506
South Carolina,45,1988,3412096
South Carolina,45,1989,3456775
South Carolina,45,1990,3499064
South Carolina,45,1991,3559470
South Carolina,45,1992,3600576
South Carolina,45,1993,3634507
South Carolina,45,1994,3666456
South Carolina,45,1995,3699943
South Carolina,45,1996,3738974
South Carolina,45,1997,3790066
South Carolina,45,1998,3839578
South Carolina,45,1999,3885736
South Carolina,45,2000,4024223
South Carolina,45,2001,4064995
South Carolina,45,2002,4107795
South Carolina,45,2003,4150297
South Carolina,45,2004,4210921
South Carolina,45,2005,4270150
South Carolina,45,2006,4357847
South Carolina,45,2007,4444110
South Carolina,45,2008,4528996
South Carolina,45,2009,4589872
South Carolina,45,2010,4635834
South Carolina,45,2011,4672744
South Carolina,45,2012,4719009
South Carolina,45,2013,4765862
South Carolina,45,2014,4824758
South Carolina,45,2015,4892423
South Carolina,45,2016,4959822
South Carolina,45,2017,5024369
South Dakota,46,1971,671297
South Dakota,46,1972,677234
South Dakota,46,1973,678715
South Dakota,46,1974,679585
South Dakota,46,1975,681042
South Dakota,46,1976,686390
South Dakota,46,1977,688480
South Dakota,46,1978,688580
South Dakota,46,1979,688335
South Dakota,46,1980,690531.2
South Dakota,46,1981,689584
South Dakota,46,1982,690597
South Dakota,46,1983,693008
South Dakota,46,1984,697249
South Dakota,46,1985,698402
South Dakota,46,1986,696034
South Dakota,46,1987,696036
South Dakota,46,1988,698165
South Dakota,46,1989,696701
South Dakota,46,1990,696667
South Dakota,46,1991,701445
South Dakota,46,1992,708698
South Dakota,46,1993,716258
South Dakota,46,1994,723038
South Dakota,46,1995,728251
South Dakota,46,1996,730699
South Dakota,46,1997,730855
South Dakota,46,1998,730789
